index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol	prop13	par13	min13	max13
jamellasunique771	771	100	1		1		53		xts			5	5000								pal		1	4	hp%		26	53	addxp		10	20	dmg%		159	265	block		40	80	str		53	80	res-all		28	40	swing1		10	47	ease		-53	-53	oskill	117	6	53	vit		53	80						0				
jamellasunique772	772	100	1		1		39		xlg			5	5000								ass		1	3	gold%		128	217	res-ltng		30	46	dmg-to-mana		25	50	mag%		64	128	mana-kill		14	25	demon-heal		14	25	regen		19	78	heal-kill		14	25	cheap		10	20										0				
jamellasunique773	773	100	1		1		39		xvg			5	5000								ama		1	3	all-stats		14	25	res-cold		30	46	mana		78	117	enr		39	59	cheap		10	20	pal		1	3																						0				
jamellasunique774	774	100	1		1		45		xmg			5	5000								ama		1	3	pal		1	3	oskill	58	6	45	all-stats		16	28	extra-ltng		22	45	regen-mana		22	90	demon-heal		16	28	addxp		10	20	cheap		10	20	ease		-45	-45										0				
jamellasunique775	775	100	1		1		58		xtg			5	5000								ama		1	4	res-all-max		10	20	mana		116	174	mag%		83	166	regen-mana		29	116	dmg-to-mana		25	50	cheap		10	20	res-pois-len		75	75	res-all		29	41														0				
jamellasunique776	776	100	1		1		63		xhg			5	5000								allskills		1	2	all-stats		20	37	abs-ltng%		25	50	hp		126	189	res-ltng		34	52	hp%		31	63																										0				
jamellasunique777	777	100	1		1		36		xlb			5	5000								pal		1	3	mag%		61	122	dmg-to-mana		25	50	addxp		10	20	res-all-max		10	20	mana-kill		14	23	regen		18	72	gold%		122	208	abs-ltng%		25	50														0				
jamellasunique778	778	100	1		1		43		xvb			5	5000								nec		1	3	enr		43	65	res-all-max		10	20	ease		-43	-43	oskill	58	6	43																														0				
jamellasunique779	779	100	1		1		43		xmb			5	5000								dru		1	3	oskill	32	3	15	cheap		10	20	move1		15	68	nofreeze		1	1																														0				
jamellasunique780	780	100	1		1		57		xtb			5	5000								ass		1	4	str		57	86	levelreq		1	1	mag%		82	164	ac-miss		310	595	ac		310	595	balance1		35	35																						0				
jamellasunique781	781	100	1		1		65		xhb			5	5000								ama		1	4	enr		65	98	regen		32	130	heal-kill		21	38	ease		-65	-65	oskill	58	6	65																										0				
jamellasunique782	782	100	1		1		43		zlb			5	5000								ass		1	3	demon-heal		15	27	hp%		21	43	mag%		68	136	regen-mana		21	86	half-freeze		1	1	gold%		136	229	mana-kill		15	27																		0				
jamellasunique783	783	100	1		1		35		zvb			5	5000								allskills		1	1	res-fire		29	45	mana%		17	35	mana		70	105	all-stats		13	23	move1		15	60	mag%		60	120	oskill	58	6	35	gold%		120	205	aura	100	3	12										0				
jamellasunique784	784	100	1		1		49		zmb			5	5000								sor		1	3	res-all-max		10	20	abs-fire%		25	50	move1		15	74	mana%		24	49	fireskill		1	4																										0				
jamellasunique785	785	100	1		1		54		ztb			5	5000								dru		1	4	all-stats		18	32	demon-heal		18	32	regen		27	108	addxp		10	20																														0				
jamellasunique786	786	100	1		1		55		zhb			5	5000								sor		1	4	mana		110	165	mana%		27	55	all-stats		18	33	addxp		10	20	mag%		80	160	regen-mana		27	110	cheap		10	20	demon-heal		18	33														0				
jamellasunique787	787	100	1		1		60		xh9			5	5000								dmg%		60	120	bar		1	4	dex		60	90	res-all-max		10	20	vit		60	90	hp		120	180	red-dmg%		25	35	ac%		160	380																		0				
jamellasunique788	788	100	1		1		56		xsh			5	5000								ass		1	4	regen		28	112	hp%		28	56	red-mag		28	56	cheap		10	20	demon-heal		19	33	heal-kill		19	33	oskill	32	3	19	aura	100	3	19	ease		-56	-56	regen-mana		28	112	mana-kill		19	33		0				
jamellasunique789	789	100	1		1		51		xpk			5	5000								ama		1	4	all-stats		17	31	hp%		25	51	move1		15	76	res-ltng		32	50																														0				
jamellasunique790	790	100	1		1		4		dr1			5	5000								allskills		1	1	vit		4	6	hp%		2	4	red-mag		2	4																																		0				
jamellasunique791	791	100	1		1		7		dr2			5	5000								dru		1	2	aura	100	3	3	extra-fire		3	7	mag%		32	64	addxp		10	20																														0				
jamellasunique792	792	100	1		1		16		dr3			5	5000								allskills		1	1	res-all		19	28	mana		32	48	demon-heal		9	13	regen-mana		8	32																														0				
jamellasunique793	793	100	1		1		20		dr4			5	5000								dru		1	2	cast1		10	25	abs-fire%		25	50	mana		40	60																																		0				
jamellasunique794	794	100	1		1		26		dr5			5	5000								allskills		1	1	hp%		13	26	red-mag		13	26	oskill	58	6	26	dmg-to-mana		25	50	mag%		51	102	aura	100	3	9	res-all		23	33																		0				
jamellasunique795	795	100	1		1		4		ba1			5	5000								allskills		1	1	mana-kill		6	7	vit		4	6	hp		8	12																																		0				
jamellasunique796	796	100	1		1		9		ba2			5	5000								allskills		1	1	gold%		68	127	res-all		15	22	cast1		10	25	hp%		4	9	vit		9	14																										0				
jamellasunique797	797	100	1		1		18		ba3			5	5000								allskills		1	1	res-all		20	29	red-mag		9	18	gold%		86	154	mana-kill		9	14	demon-heal		9	14	dmg-to-mana		25	50																						0				
jamellasunique798	798	100	1		1		21		ba4			5	5000								bar		1	2	dmg%		63	105	red-dmg%		19	26	vit		21	32																																		0				
jamellasunique799	799	100	1		1		29		ba5			5	5000								allskills		1	1	fireskill		1	3	enr		29	44	heal-kill		12	20	dmg-to-mana		25	50																														0				
jamellasunique800	800	100	1		1		4		pa1			5	5000								allskills		1	1	move1		15	29	abs-fire%		25	50	dmg-to-mana		25	50																																		0				
jamellasunique801	801	100	1		1		9		pa2			5	5000								allskills		1	1	ease		-9	-9	mana%		4	9	red-mag		4	9																																		0				
jamellasunique802	802	100	1		1		17		pa3			5	5000								dmg%		17	34	red-dmg		8	17	ethereal		1	1	indestruct		1	1	demon-heal		9	14	pal		1	2	ac%		117	251	res-all-max		10	20																		0				
jamellasunique803	803	100	1		1		22		pa4			5	5000								allskills		1	1	hp		44	66	cheap		10	20	heal-kill		10	16	ethereal		1	1	indestruct		1	1																										0				
jamellasunique804	804	100	1		1		28		pa5			5	5000								allskills		1	1	regen-mana		14	56	abs-cold%		25	50	move1		15	53	heal-kill		12	19																														0				
jamellasunique805	805	100	1		1		4		ne1			5	5000								allskills		1	1	mana-kill		6	7	ease		-4	-4	gold%		58	112																																		0				
jamellasunique806	806	100	1		1		8		ne2			5	5000								allskills		1	1	hp%		4	8	regen-mana		4	16	mag%		33	66																																		0				
jamellasunique807	807	100	1		1		16		ne3			5	5000								allskills		1	1	addxp		10	20	vit		16	24	regen		8	32	gold%		82	148	ease		-16	-16	cheap		10	20	aura	100	3	6																		0				
jamellasunique808	808	100	1		1		20		ne4			5	5000								allskills		1	1	mana		40	60	hp%		10	20	mana%		10	20	abs-ltng%		25	50	move1		15	45	extra-ltng		10	20	res-all		21	30																		0				
jamellasunique809	809	100	1		1		28		ne5			5	5000								nec		1	3	hp		56	84	vit		28	42	cast1		10	25	move1		15	53	mana		56	84	extra-pois		14	28	mana%		14	28	res-all-max		10	20														0				
jamellasunique810	810	100	1		1		25		ci0			5	5000								ama		1	2	red-mag		12	25	vit		25	38	mana%		12	25	res-pois		26	41	regen		12	50	mag%		50	100	oskill	58	6	25	mana-kill		11	18														0				
jamellasunique811	811	100	1		1		59		ci1			5	5000								ass		1	4	demon-heal		19	35	mana		118	177	hp		118	177	move1		15	84	mana-kill		19	35	light-thorns		59	118	regen-mana		29	118	abs-ltng%		25	50	vit		59	89	addxp		10	20						0				
jamellasunique812	812	100	1		1		68		ci2			5	5000								ama		1	4	pal		1	4	move1		15	93	mana		136	204	light-thorns		68	136	regen		34	136																										0				
jamellasunique813	813	100	1		1		78		ci3			5	5000								nec		1	5	mana		156	234	oskill	32	3	26	mag%		103	206	regen		39	156	mana-kill		24	44	ease		-78	-78	heal-kill		24	44	hp%		39	78	res-all-max		10	20										0				
jamellasunique814	814	100	1		1		61		uap			5	5000								allskills		1	2	dmg%		183	305	all-stats		20	36	dex		61	92	hp		122	183	vit		61	92	res-all		29	42	ac%		161	383	move1		15	86	res-all-max		10	20	red-dmg		30	61	swing1		10	51		0				
jamellasunique815	815	100	1		1		72		ukp			5	5000								pal		1	4	hp		144	216	ac-miss		385	745	oskill	145	6	72	ethereal		1	1	indestruct		1	1	aura	104	3	24	demon-heal		23	41	heal-kill		23	41	regen		36	144	balance1		35	35	ac-hth		385	745		0				
jamellasunique816	816	100	1		1		68		ulm			5	5000								ama		1	4	dmg%		68	136	pal		1	4	ac%		168	404	balance1		35	35	heal-kill		22	39	regen		34	136	ac		365	705	vit		68	102														0				
jamellasunique817	817	100	1		1		60		uhl			5	5000								allskills		1	2	mana%		30	60	all-stats		20	35	res-pois		34	52	demon-heal		20	35	cheap		10	20	mag%		85	170	oskill	32	3	20	vit		60	90	move1		15	85										0				
jamellasunique818	818	100	1		1		75		uhm			5	5000								ama		1	4	dmg%		75	150	red-dmg%		26	36	addxp		10	20	pal		1	4	hp		150	225	thorns		75	150	ac-miss		400	775	regen		37	150	ease		-75	-75										0				
jamellasunique819	819	100	1		1		77		urn			5	5000								ass		1	5	hp		154	231	abs-cold%		25	50	hp%		38	77	mag%		102	204	addxp		10	20	gold%		204	331	aura	105	3	26	mana-kill		24	44														0				
jamellasunique820	820	100	1		1		91		usk			5	5000								allskills		1	2	res-pois-len		75	75	regen-mana		45	182	mag%		116	232	mana%		45	91	mana-kill		27	51	ease		-91	-91	cheap		10	20																		0				
jamellasunique821	821	100	1		1		73		uui			5	5000								pal		1	4	dmg%		219	365	addxp		10	20	ac%		173	419	hp		146	219	res-all-max		10	20	demon-heal		23	42	regen		36	146	gold%		196	319														0				
jamellasunique822	822	100	1		1		63		uea			5	5000								dru		1	4	all-stats		20	37	res-all-max		10	20	vit		63	95	cast1		10	25	extra-pois		31	63	hp%		31	63	hp		126	189																		0				
jamellasunique823	823	100	1		1		68		ula			5	5000								ama		1	4	pal		1	4	enr		68	102	move1		15	93	mana%		34	68	mana-kill		22	39	dmg-to-mana		25	50	heal-kill		22	39	addxp		10	20	aura	105	3	23	oskill	32	3	23	half-freeze		1	1		0				
jamellasunique824	824	100	1		1		83		utu			5	5000								ass		1	5	addxp		10	20	extra-pois		41	83	res-pois		36	56	hp		166	249	hp%		41	83																										0				
jamellasunique825	825	100	1		1		84		ung			5	5000								ass		1	5	mana		168	252	vit		84	126	oskill	32	3	28	addxp		10	20	heal-kill		26	47	mana-kill		26	47																						0				
jamellasunique826	826	100	1		1		72		ucl			5	5000								pal		1	4	addxp		10	20	mana		144	216	res-all		30	43	cast1		10	25	regen-mana		36	144																										0				
jamellasunique827	827	100	1		1		69		uhn			5	5000								ass		1	4	fireskill		1	5	res-all		30	43	all-stats		22	40	move1		15	94	abs-fire%		25	50	demon-heal		22	40	aura	100	3	23	cheap		10	20														0				
jamellasunique828	828	100	1		1		71		urs			5	5000								dru		1	4	dmg%		71	142	move1		15	96	demon-heal		22	41	ac-miss		380	735	balance1		35	35	all-stats		22	41																						0				
jamellasunique829	829	100	1		1		81		upl			5	5000								allskills		1	2	hp%		40	81	regen-mana		40	162	heal-kill		25	46	gold%		212	343	demon-heal		25	46	move1		15	106	extra-cold		40	81	ease		-81	-81														0				
jamellasunique830	830	100	1		1		70		ult			5	5000								dru		1	4	dmg%		210	350	gold%		190	310	ac%		170	410	swing1		10	55	mag%		95	190	demon-heal		22	40	ac-hth		375	725	cheap		10	20	all-stats		22	40	ac		375	725	ac-miss		375	725		0				
jamellasunique831	831	100	1		1		79		uld			5	5000								ama		1	5	hp%		39	79	swing1		10	60	ethereal		1	1	indestruct		1	1	demon-heal		24	45	regen		39	158	levelreq		1	1	oskill	145	6	79	addxp		10	20										0				
jamellasunique832	832	100	1		1		89		uth			5	5000								pal		1	5	mana-kill		27	50	ease		-89	-89	cheap		10	20	heal-kill		27	50	cast1		10	25																										0				
jamellasunique833	833	100	1		1		95		uul			5	5000								dru		1	5	oskill	58	6	95	hp%		47	95	all-stats		28	53	addxp		10	20	dmg-to-mana		25	50																										0				
jamellasunique834	834	100	1		1		99		uar			5	5000								ama		1	5	pal		1	5	move1		15	124	dmg-to-mana		25	50	mana-kill		29	55	mag%		124	248	ease		-99	-99	cheap		10	20																		0				
jamellasunique835	835	100	1		1		77		utp			5	5000								dru		1	5	nofreeze		1	1	mag%		102	204	regen-mana		38	154	regen		38	154	mana-kill		24	44																										0				
jamellasunique836	836	100	1		1		54		uuc			5	5000								ass		1	4	regen-mana		27	108	res-cold-max		10	20	extra-cold		27	54	nofreeze		1	1	enr		54	81	abs-cold%		25	50	cast1		10	25	res-all		28	40														0				
jamellasunique837	837	100	1		1		67		uml			5	5000								sor		1	4	gold%		184	301	hp		134	201	move1		15	92	addxp		10	20	dmg-to-mana		25	50																										0				
jamellasunique838	838	100	1		1		72		urg			5	5000								dru		1	4	mag%		97	194	mana		144	216	hp		144	216	enr		72	108	regen		36	144																										0				
jamellasunique839	839	100	1		1		84		uit			5	5000								ama		1	5	mana%		42	84	move1		15	109	hp		168	252	enr		84	126	red-mag		42	84																										0				
jamellasunique840	840	100	1		1		84		uow			5	5000								ama		1	5	pal		1	5	fireskill		1	6	hp%		42	84	res-all-max		10	20	res-all		31	45	red-mag		42	84																						0				
jamellasunique841	841	100	1		1		87		uts			5	5000								allskills		1	2	regen-mana		43	174	hp		174	261	all-stats		26	49	oskill	276	6	87	light-thorns		87	174	mag%		112	224	heal-kill		26	49																		0				
jamellasunique842	842	100	1		1		59		ulg			5	5000								ass		1	4	dmg%		59	118	dex		59	89	ac-hth		320	615	mag%		84	168	oskill	145	6	59	regen		29	118	move1		15	84	res-all		29	41	all-stats		19	35	hp%		29	59						0				
jamellasunique843	843	100	1		1		60		uvg			5	5000								ama		1	4	pal		1	4	ease		-60	-60	all-stats		20	35	res-cold		34	52	move1		15	85	vit		60	90	enr		60	90	res-cold-max		10	20	mana%		30	60										0				
jamellasunique844	844	100	1		1		84		umg			5	5000								bar		1	5	dmg%		84	168	ease		-84	-84	move1		15	109	hp%		42	84	ac-hth		445	865	balance1		35	35	heal-kill		26	47	aura	99	3	28	thorns		84	168	res-all-max		10	20	demon-heal		26	47		0				
jamellasunique845	845	100	1		1		84		utg			5	5000								allskills		1	2	fireskill		1	6	abs-fire%		25	50	oskill	94	6	84	gold%		218	352	regen		42	168	ease		-84	-84	demon-heal		26	47	extra-fire		42	84	move1		15	109	dmg-to-mana		25	50	heal-kill		26	47		0				
jamellasunique846	846	100	1		1		92		uhg			5	5000								allskills		1	2	dmg%		276	460	gold%		234	376	res-all-max		10	20	all-stats		28	51	oskill	145	6	92	balance1		35	35	ac		485	945																		0				
jamellasunique847	847	100	1		1		54		ulb			5	5000								sor		1	4	mana		108	162	aura	100	3	18	cheap		10	20	demon-heal		18	32																														0				
jamellasunique848	848	100	1		1		63		uvb			5	5000								ama		1	4	dmg%		189	315	move1		15	88	hp%		31	63	mag%		88	176	levelreq		1	1	regen		31	126																						0				
jamellasunique849	849	100	1		1		81		umb			5	5000								ass		1	5	regen		40	162	cheap		10	20	cast1		10	25	enr		81	122	res-all-max		10	20	addxp		10	20	regen-mana		40	162	gold%		212	343	move1		15	106										0				
jamellasunique850	850	100	1		1		99		utb			5	5000								ass		1	5	cast1		10	25	res-all-max		10	20	enr		99	149	extra-ltng		49	99	abs-ltng%		25	50	all-stats		29	55																						0				
jamellasunique851	851	100	1		1		87		uhb			5	5000								dru		1	5	oskill	32	3	29	heal-kill		26	49	cast1		10	25	res-all		31	45	mana		174	261	extra-pois		43	87																						0				
jamellasunique852	852	100	1		1		63		ulc			5	5000								sor		1	4	extra-ltng		31	63	abs-ltng%		25	50	res-ltng-max		10	20	vit		63	95	mana		126	189	light-thorns		63	126	oskill	57	6	63	regen-mana		31	126	addxp		10	20	dmg-to-mana		25	50						0				
jamellasunique853	853	100	1		1		77		uvc			5	5000								bar		1	5	str		77	116	ac-miss		410	795	dmg%		231	385	vit		77	116	ac-hth		410	795	heal-kill		24	44	ease		-77	-77	oskill	32	3	26														0				
jamellasunique854	854	100	1		1		68		umc			5	5000								dru		1	4	res-all		30	43	dmg-to-mana		25	50	regen		34	136	addxp		10	20	enr		68	102	res-all-max		10	20	extra-pois		34	68	mana		136	204	all-stats		22	39	res-pois-len		75	75						0				
jamellasunique855	855	100	1		1		97		utc			5	5000								allskills		1	2	mana		194	291	move1		15	122	hp%		48	97	cheap		10	20	heal-kill		29	54	demon-heal		29	54																						0				
jamellasunique856	856	100	1		1		96		uhc			5	5000								ama		1	5	hp%		48	96	ethereal		1	1	indestruct		1	1	ease		-96	-96	mag%		121	242																										0				
jamellasunique857	857	100	1		1		98		uh9			5	5000								sor		1	5	mana-kill		29	54	aura	105	3	33	regen-mana		49	196	heal-kill		29	54	move1		15	123																										0				
jamellasunique858	858	100	1		1		80		ush			5	5000								pal		1	5	all-stats		25	45	hp		160	240	gold%		210	340	regen		40	160	ease		-80	-80	oskill	57	6	80	extra-ltng		40	80	mana		160	240	dmg-to-mana		25	50	regen-mana		40	160	aura	110	3	27		0				
jamellasunique859	859	100	1		1		72		upk			5	5000								ama		1	4	pal		1	4	demon-heal		23	41	vit		72	108	mag%		97	194	light-thorns		72	144	oskill	276	6	72	dmg-to-mana		25	50																		0				
jamellasunique860	860	100	1		1		37		dr6			5	5000								allskills		1	1	cheap		10	20	dmg-to-mana		25	50	move1		15	62	demon-heal		14	24																														0				
jamellasunique861	861	100	1		1		43		dr7			5	5000								dru		1	3	swing1		10	42	cheap		10	20	dmg%		129	215	ac		240	455	hp%		21	43	ac%		143	329	vit		43	65																		0				
jamellasunique862	862	100	1		1		50		dr8			5	5000								allskills		1	1	mana		100	150	oskill	58	6	50	cheap		10	20	mag%		75	150	ease		-50	-50	res-pois-max		10	20	gold%		150	250	addxp		10	20														0				
jamellasunique863	863	100	1		1		47		dr9			5	5000								dmg%		47	94	hp%		23	47	swing1		10	44	move1		15	72	str		47	71	all-stats		16	29	hp		94	141	red-dmg		23	47	res-all		27	39	red-dmg%		24	33										0				
